,Name,User_name,Date,Content,Comments,Forward,Like,language,1,Restaurant
0,pigeon,@PigeonR6·1月2日,2023-01-01,"Consulate is the worst, every spawn has 50 windows and doors covered by trees so its almost impossible to see anything",6,1,77,"2,686",en,The Consulate 
1,Alexander Faes,@AlexanderFaes·1月2日,2023-01-01,They have to remove the palm trees on consulate to make the spawnpeaks more visible,,,1,245,en,The Consulate 
2,Cory,@teflondawn4452·1月2日,2023-01-01,When we're you stolen from Africa as the tweet above implied?? I'd call 911 or go to a local consulate to get home. Yikes human trafficking is no joke,,,,5,en,The Consulate 
3,up your kilt,@StevenMcCreadi0·1月2日,2023-01-01,I think the consulate in Manchester should be levelled to the ground just like what China dose with our church’s in China there should be no place in the west to worship the CCP,1,,,75,en,The Consulate 
4,Estrogenized Esquire,@CryptidCounsel·1月2日,2023-01-01,I finally got an appointment with the Italian consulate for my citizenship. It’s in December 2025.,,,1,59,en,The Consulate 
5,Alan Duncan,@Alanduncan2469·1月1日,2023-01-01,"So why is are govt rehousing returning  isis and not charging them Why was are consulate in  beenOffered/ used to get  isis via the back door.Don't be fooled, begums the distraction is allYet post a offensive meme!!!",1,,2,40,en,The Consulate 
6,Consulate General of Jamaica,@ConGenJamaicaNY·1月1日,2023-01-01,"The Consulate General of Jamaica, NY extends Congratulations to the Haitian People on the observation of 219 years of independence. Bònn Ane et Bònn Fèt Lendepandans!#haitiindependence#Congratulations#Ourneighbour#Jamaicahaiti",,2,3,59,ht,The Consulate 
7,Sarahaint Kneale,@SarahaintKneale·1月1日,2023-01-01,As our cards are not doubles National Insurance numbers the Consulate commanded are Newtown ANZACS iron ore trade with Australia Schools in Singapore,1,,,8,en,The Consulate 
8,Infinite Elevator,@infinitelevator·1月1日,2023-01-01,At last the lift comes to a stop on Floor 39P.  The Floor register:  𓀍  Pneuhucz Civilization (c. 1409) Museum   Library: Pipefitter Manuals and Guides (18 books)   Consulate of The Schiaparelli Empire   Subdivision of Bottle Cap Research,,,,6,en,The Consulate 
9,Emily Williams,@gw_emily·1月1日,2023-01-01,I.e. the system knows as in the computer from the consulate registration but all passports regardless of visa status need checking on entry.,1,,,3,en,The Consulate 
10,Snipes,@simplysnipes·1月1日,2023-01-01,"Mention all the free trade zones in Lagos & apportion them appropriately to who came up with the developmental strides.I can mention several roads Tinubu built, Atlantic Ocean he arrested & has now become the continent’s asset to house the biggest American consulate in the world",1,,,14,en,The Consulate 
11,Hedvigis,@hedvigem1373·1月1日,2023-01-01,The Polish Consulate in NY before US Open,1,,5,261,en,The Consulate 
12,Rob Mills,@r692mills·1月1日,2023-01-01,The only ways to smash the business model of the people traffickers is stop the requirement for people to cross the channel to claim asylum.When people could apply for a visa at an embassy or consulate we didn’t have this number coming by small boat.You closed that route.,1,24,260,"2,834",en,The Consulate 
13,US. Army,@usarmyfd1·1月1日,2023-01-01,Malcolm Turnbull MarisePayne Tanva Plibers Boris Johnson U.S. Consulate General Mcibournl Australia in The United States Emmanuel Macron Francuis Hollande Niculas Sarkozy Edouara Philippe Gouvcrnemont,,,,22,ro,The Consulate 
14,India in Jeddah,@CGIJeddah·1月1日,2023-01-01,Pls keep checking the Consulate's website for details.,,,,22,en,The Consulate 
15,Anichka,@annaheyworld·1月1日,2023-01-01,My Russian passport is going to expire before I have a chance to go there this summer and that means I have to renew it in the U.S. but there’s only 2 places in the entire country with a Russian consulate and NYC is booked so I’m driving to DC at the end of the month yay,1,,10,660,en,The Consulate 
16,Cyberpunk Dystopia,@CybrpnkDystopia·1月1日,2023-01-01,Was it the one that caused the Benghazi consulate attack?,,,,29,en,The Consulate 
17,Ashfaq Khan,@AshfaqK01315119·1月1日,2023-01-01,"On 29 November 2022 submit Family visit visa to Saudi Arabia  consulate through Gerrys Peshawar until now showing in the system Passport in Saudi consulate Islamabad, which usually completed whole process within 4-6 days. Our family members visit many time to Gerry.",,,,126,en,The Consulate 
18,Alan Selway,@AlanSelway2·1月1日,2023-01-01,Agreed!GOP to finally address immigration legislation.A simple law clarifying legal entry to USA can only be secured by applying for residence status at the US EMBASSY/CONSULATE in the country you reside in. Once cleared a green card will be issued at same embassy.,,,1,21,en,The Consulate 
19,J.Serge Sasseville (il/lui-he/him),@SergeSasseville·1月1日,2023-01-01,"Daily ritual in front of @consulate_of on January 1, 2023 As people are celebrating today almost everywhere around the world, in Ukraine Russian New Year’s strikes killed four and wounded 50 (including a 13-year-old teen and his 12-year-old sister) #SlavaUkraini #StandWithUkraine",,,,299,en,The Consulate 
20,在バンクーバー日本国総領事館,@JapanCons_vanc·1月1日,2023-01-01,Akemashite omedetô (happy new year) from our team at the Consulate General of Japan in Vancouver!,,,14,"3,945",en,The Consulate 
21,US Consulate Halifax,@usconshalifax·1月1日,2023-01-01,"Our offices will be closed until January 3rd in observance of the New Years Day.  Our office will reopen at 8:30 a.m. (AST) on Tuesday. U.S. citizens with a consular emergency should call 902-429-2480.From everyone at the Consulate Halifax team, Happy 2023!",,2,8,832,en,The Consulate 
22,Sharazwr Sarchl Lala,@SharazwrJ·1月1日,2023-01-01,Some Chinese diplomats from the Chinese Consulate went to a Kurdish village in Erbil and celebrated the New Year with Kurdish food.The Chinese Consulate says the delicious traditional Kurdish dishes are an indication of the hospitality of the Kurdish people.,2,,7,493,en,The Consulate 
23,Sultanisa,@soccerlink111·1月1日,2023-01-01,"As a forex trader and untrained economists,what are the characteristics of a poverty capital.?could you once again tell us the negative implications of building of a the biggest consulate in Nigeria?give us answers or stop waffling.",1,1,1,23,en,The Consulate 
24,Sofie L. ,@Sofieatlast·1月1日,2023-01-01,I never knew that Québec has their own “consulate” on the Mall!,,,3,256,en,The Consulate 
25,Gary Singh,@gary_singh·1月1日,2023-01-01,"That NYE, I was so wasted, I lost my passport. I had to make two trips from Heidelberg to the American consulate in Frankfurt because I didn't have the right paperwork. (Germans, you know?) Spent my last $100 on the new passport. Friends had to cover me last few days of the trip.",1,,,205,en,The Consulate 
26,GENERAL STRIKE NOW!,@DefoNotMaoCena·1月1日,2023-01-01,"Yeah I think it’s just a single 48-Hr Negative PCR before flying now, but no one (including the visa /consulate websites!) have up to date information. Very confusing.",,,,23,en,The Consulate 
27,Scott Ballantyne,@ussballantyne·1月1日,2023-01-01,I don’t actually know my card number so the bank won’t answer questions over the phone.  I asked the american consulate if they would help me find out if there was any money in there and they said no.  I think they sort of laughed at the request.,1,,,2,en,The Consulate 
28,India Global Forum,@IGFupdates·1月1日,2023-01-01,"Dr Aman Puri, Consul General, Consulate General of India in Dubai shares that #IGFUAE has given an opportunity to tell the world about India’s contribution in addressing global challenges. Watch what he said at the event. @cgidubai #IndiaUAE",,1,5,495,en,The Consulate 
29,Swiss Consulate Atlanta,@SwissCGAtlanta·1月1日,2023-01-01,"Happy New Year Wishing you all a happy and bright 2023! We look forward to meeting you and working with you in the New Year. Please note that the Consulate General will be closed on Monday, January 2.",,,3,154,en,The Consulate 
